type,state,statecode,covid19Name,apiName,district
District,gujarat,GJ,Kutch,kachchh,kachchh
District,himachal_pradesh,HP,Lahaul and Spiti,lahul_and_spiti,lahul_and_spiti
District,assam,AS,Lakhimpur,lakhimpur,lakhimpur
District,uttar_pradesh,UP,Lakhimpur Kheri,lakhimpur_kheri,lakhimpur_kheri
District,bihar,BR,Lakhisarai,lakhisarai,lakhisarai
District,lakshadweep,LD,Lakshadweep,lakshadweep,lakshadweep
District,uttar_pradesh,UP,Lalitpur,lalitpur,lalitpur
District,jharkhand,JH,Latehar,latehar,latehar
District,maharashtra,MH,Latur,latur,latur
District,mizoram,MZ,Lawngtlai,lawangtlai,lawangtlai
District,ladakh,LA,Leh,leh,leh
District,arunachal_pradesh,AR,Lepa Rada,west_siang,west_siang
District,jharkhand,JH,Lohardaga,lohardaga,lohardaga
District,arunachal_pradesh,AR,Lohit,lohit,lohit
District,arunachal_pradesh,AR,Longding,longding,longding
District,nagaland,NL,Longleng,longleng,longleng
District,arunachal_pradesh,AR,Lower Dibang Valley,lower_dibang_valley,lower_dibang_valley
District,arunachal_pradesh,AR,Lower Siang,west_siang,west_siang
District,arunachal_pradesh,AR,Lower Subansiri,lower_subansiri,lower_subansiri
District,uttar_pradesh,UP,Lucknow,lucknow,lucknow
District,punjab,PB,Ludhiana,ludhiana,ludhiana
District,mizoram,MZ,Lunglei,lunglei,lunglei
District,bihar,BR,Madhepura,madhepura,madhepura
District,bihar,BR,Madhubani,madhubani,madhubani
District,tamil_nadu,TN,Madurai,madurai,madurai
District,telangana,TG,Mahabubabad,mahabubabad,mahabubabad
District,uttar_pradesh,UP,Maharajganj,maharajganj,maharajganj
District,chhattisgarh,CT,Mahasamund,mahasamund,mahasamund
District,puducherry,PY,Mahe,mahe,mahe
District,haryana,HR,Mahendragarh,mahendragarh,mahendragarh
District,gujarat,GJ,Mahisagar,mahisagar,mahisagar
District,uttar_pradesh,UP,Mahoba,mahoba,mahoba
District,uttar_pradesh,UP,Mainpuri,mainpuri,mainpuri
District,assam,AS,Majuli,jorhat,jorhat
District,kerala,KL,Malappuram,malappuram,malappuram
District,west_bengal,WB,Malda,maldah,maldah
District,odisha,OR,Malkangiri,malkangiri,malkangiri
District,mizoram,MZ,Mamit,mamit,mamit
District,telangana,TG,Mancherial,mancherial,mancherial
District,himachal_pradesh,HP,Mandi,mandi,mandi
District,madhya_pradesh,MP,Mandla,mandla,mandla
District,madhya_pradesh,MP,Mandsaur,mandsaur,mandsaur
District,karnataka,KA,Mandya,mandya,mandya
District,punjab,PB,Mansa,mansa,mansa
District,uttar_pradesh,UP,Mathura,mathura,mathura
District,uttar_pradesh,UP,Mau,mau,mau
District,odisha,OR,Mayurbhanj,mayurbhanj,mayurbhanj
District,telangana,TG,Medak,medak,medak
District,telangana,TG,Medchal Malkajgiri,medchal_malkajgiri,medchal_malkajgiri
District,uttar_pradesh,UP,Meerut,meerut,meerut
District,gujarat,GJ,Mehsana,mahesana,mahesana
District,jammu_and_kashmir,JK,Mirpur,mirpur,mirpur
District,uttar_pradesh,UP,Mirzapur,mirzapur,mirzapur
District,punjab,PB,Moga,moga,moga
District,nagaland,NL,Mokokchung,mokokchung,mokokchung
District,nagaland,NL,Mon,mon,mon
District,uttar_pradesh,UP,Moradabad,moradabad,moradabad
District,gujarat,GJ,Morbi,morbi,morbi
District,madhya_pradesh,MP,Morena,morena,morena
District,assam,AS,Morigaon,morigaon,morigaon
District,telangana,TG,Mulugu,mulugu,mulugu
District,maharashtra,MH,Mumbai,mumbai_city,mumbai_city
District,maharashtra,MH,Mumbai Suburban,mumbai_suburban,mumbai_suburban
District,chhattisgarh,CT,Mungeli,mungeli,mungeli
District,bihar,BR,Munger,munger,munger
District,west_bengal,WB,Murshidabad,murshidabad,murshidabad
District,jammu_and_kashmir,JK,Muzaffarabad,muzaffarabad,muzaffarabad
District,uttar_pradesh,UP,Muzaffarnagar,muzaffarnagar,muzaffarnagar
District,bihar,BR,Muzaffarpur,muzaffarpur,muzaffarpur
District,karnataka,KA,Mysuru,mysore,mysore
District,odisha,OR,Nabarangapur,nabarangapur,nabarangapur
District,west_bengal,WB,Nadia,nadia,nadia
District,assam,AS,Nagaon,nagaon,nagaon
District,tamil_nadu,TN,Nagapattinam,nagappattinam,nagappattinam
District,telangana,TG,Nagarkurnool,nagarkurnool,nagarkurnool
District,rajasthan,RJ,Nagaur,nagaur,nagaur
District,maharashtra,MH,Nagpur,nagpur,nagpur
District,uttarakhand,UT,Nainital,nainital,nainital
District,bihar,BR,Nalanda,nalanda,nalanda
District,assam,AS,Nalbari,nalbari,nalbari
District,telangana,TG,Nalgonda,nalgonda,nalgonda
District,tamil_nadu,TN,Namakkal,namakkal,namakkal
District,arunachal_pradesh,AR,Namsai,namsai,namsai
District,maharashtra,MH,Nanded,nanded,nanded
District,maharashtra,MH,Nandurbar,nandurbar,nandurbar
District,telangana,TG,Narayanpet,narayanpet,narayanpet
District,chhattisgarh,CT,Narayanpur,narayanpur,narayanpur
District,gujarat,GJ,Narmada,narmada,narmada
District,madhya_pradesh,MP,Narsinghpur,narsimhapur,narsimhapur
District,maharashtra,MH,Nashik,nashik,nashik
District,gujarat,GJ,Navsari,navsari,navsari
District,bihar,BR,Nawada,nawada,nawada
District,odisha,OR,Nayagarh,nayagarh,nayagarh
District,madhya_pradesh,MP,Neemuch,neemuch,neemuch
District,nct_of_delhi,DL,New Delhi,west,west
District,andaman_and_nicobar,AN,Nicobars,nicobar_islands,nicobar_islands
District,tamil_nadu,TN,Nilgiris,the_nilgiris,the_nilgiris
District,telangana,TG,Nirmal,nirmal,nirmal
District,madhya_pradesh,MP,Niwari,tikamgarh,tikamgarh
District,telangana,TG,Nizamabad,nizamabad,nizamabad
District,manipur,MN,Noney,tamenglong,tamenglong
District,west_bengal,WB,North 24 Parganas,north_24_parganas,north_24_parganas
District,andaman_and_nicobar,AN,North and Middle Andaman,north_and_middle_andaman,north_and_middle_andaman
District,nct_of_delhi,DL,North Delhi,west,west
District,nct_of_delhi,DL,North East Delhi,west,west
District,meghalaya,ML,North Garo Hills,north_garo_hills,north_garo_hills
District,goa,GA,North Goa,north_goa,north_goa
District,sikkim,SK,North Sikkim,north_sikkim,north_sikkim
District,tripura,TR,North Tripura,north_tripura,north_tripura
District,nct_of_delhi,DL,North West Delhi,west,west
District,odisha,OR,Nuapada,nuapada,nuapada
District,haryana,HR,Nuh,mewat,mewat
District,maharashtra,MH,Osmanabad,osmanabad,osmanabad
District,arunachal_pradesh,AR,Pakke Kessang,east_kameng,east_kameng
District,jharkhand,JH,Pakur,pakur,pakur
District,kerala,KL,Palakkad,palakkad,palakkad
District,jharkhand,JH,Palamu,palamu,palamu
District,maharashtra,MH,Palghar,palghar,palghar
District,rajasthan,RJ,Pali,pali,pali
District,haryana,HR,Palwal,palwal,palwal
District,haryana,HR,Panchkula,panchkula,panchkula
District,gujarat,GJ,Panchmahal,panch_mahals,panch_mahals
District,haryana,HR,Panipat,panipat,panipat
District,madhya_pradesh,MP,Panna,panna,panna
District,arunachal_pradesh,AR,Papum Pare,papum_pare,papum_pare
District,maharashtra,MH,Parbhani,parbhani,parbhani
District,west_bengal,WB,Paschim Bardhaman,barddhaman,barddhaman
District,west_bengal,WB,Paschim Medinipur,pashchim_medinipur,pashchim_medinipur
District,gujarat,GJ,Patan,patan,patan
District,kerala,KL,Pathanamthitta,pathanamthitta,pathanamthitta
District,punjab,PB,Pathankot,pathankot,pathankot
District,punjab,PB,Patiala,patiala,patiala
District,bihar,BR,Patna,patna,patna
District,uttarakhand,UT,Pauri Garhwal,garhwal,garhwal
District,telangana,TG,Peddapalli,peddapalli,peddapalli
District,tamil_nadu,TN,Perambalur,perambalur,perambalur
District,nagaland,NL,Peren,peren,peren
District,nagaland,NL,Phek,phek,phek
District,manipur,MN,Pherzawl,churachandpur,churachandpur
District,uttar_pradesh,UP,Pilibhit,pilibhit,pilibhit
District,uttarakhand,UT,Pithoragarh,pithoragarh,pithoragarh
District,gujarat,GJ,Porbandar,porbandar,porbandar
District,andhra_pradesh,AD,Prakasam,prakasam,prakasam
District,rajasthan,RJ,Pratapgarh,pratapgarh,pratapgarh
District,uttar_pradesh,UP,Pratapgarh,pratapgarh,pratapgarh
District,uttar_pradesh,UP,Prayagraj,allahabad,allahabad
District,puducherry,PY,Puducherry,puducherry,puducherry
District,tamil_nadu,TN,Pudukkottai,pudukkottai,pudukkottai
District,jammu_and_kashmir,JK,Pulwama,pulwama,pulwama
District,jammu_and_kashmir,JK,Punch,poonch,poonch
District,maharashtra,MH,Pune,pune,pune
District,west_bengal,WB,Purba Bardhaman,barddhaman,barddhaman
District,west_bengal,WB,Purba Medinipur,purba_medinipur,purba_medinipur
District,odisha,OR,Puri,puri,puri
District,bihar,BR,Purnia,purnia,purnia
District,west_bengal,WB,Purulia,puruliya,puruliya
District,uttar_pradesh,UP,Rae Bareli,rae_bareli,rae_bareli
District,karnataka,KA,Raichur,raichur,raichur
District,maharashtra,MH,Raigad,raigad,raigad
District,chhattisgarh,CT,Raigarh,raigarh,raigarh
District,chhattisgarh,CT,Raipur,raipur,raipur
District,madhya_pradesh,MP,Raisen,raisen,raisen
District,telangana,TG,Rajanna Sircilla,rajanna_sircilla,rajanna_sircilla
District,madhya_pradesh,MP,Rajgarh,rajgarh,rajgarh
District,gujarat,GJ,Rajkot,rajkot,rajkot
District,chhattisgarh,CT,Rajnandgaon,rajnandgaon,rajnandgaon
District,jammu_and_kashmir,JK,Rajouri,rajouri,rajouri
District,rajasthan,RJ,Rajsamand,rajsamand,rajsamand
District,karnataka,KA,Ramanagara,ramanagara,ramanagara
District,tamil_nadu,TN,Ramanathapuram,ramanathapuram,ramanathapuram
District,jammu_and_kashmir,JK,Ramban,ramban,ramban
District,jharkhand,JH,Ramgarh,ramgarh,ramgarh
District,uttar_pradesh,UP,Rampur,rampur,rampur
District,jharkhand,JH,Ranchi,ranchi,ranchi
District,telangana,TG,Ranga Reddy,rangareddy,rangareddy
District,tamil_nadu,TN,Ranipet,vellore,vellore
District,madhya_pradesh,MP,Ratlam,ratlam,ratlam
District,maharashtra,MH,Ratnagiri,ratnagiri,ratnagiri
District,odisha,OR,Rayagada,rayagada,rayagada
District,jammu_and_kashmir,JK,Reasi,reasi,reasi
District,madhya_pradesh,MP,Rewa,rewa,rewa
District,haryana,HR,Rewari,rewari,rewari
District,meghalaya,ML,Ribhoi,ri_bhoi,ri_bhoi
District,haryana,HR,Rohtak,rohtak,rohtak
District,bihar,BR,Rohtas,rohtas,rohtas
District,uttarakhand,UT,Rudraprayag,rudraprayag,rudraprayag
District,punjab,PB,Rupnagar,rupnagar,rupnagar
District,punjab,PB,S.A.S. Nagar,sahibzada_ajit_singh_nagar,sahibzada_ajit_singh_nagar
District,andhra_pradesh,AD,S.P.S. Nellore,nellore,nellore
District,gujarat,GJ,Sabarkantha,sabar_kantha,sabar_kantha
District,madhya_pradesh,MP,Sagar,sagar,sagar
District,uttar_pradesh,UP,Saharanpur,saharanpur,saharanpur
District,bihar,BR,Saharsa,saharsa,saharsa
District,jharkhand,JH,Sahibganj,sahibganj,sahibganj
District,mizoram,MZ,Saiha,saiha,saiha
District,tamil_nadu,TN,Salem,salem,salem
District,bihar,BR,Samastipur,samastipur,samastipur
District,jammu_and_kashmir,JK,Samba,samba,samba
District,odisha,OR,Sambalpur,sambalpur,sambalpur
District,uttar_pradesh,UP,Sambhal,sambhal,sambhal
District,telangana,TG,Sangareddy,sangareddy,sangareddy
District,maharashtra,MH,Sangli,sangli,sangli
District,punjab,PB,Sangrur,sangrur,sangrur
District,uttar_pradesh,UP,Sant Kabir Nagar,sant_kabir_nagar,sant_kabir_nagar
District,jharkhand,JH,Saraikela-Kharsawan,saraikela-kharsawan,saraikela-kharsawan
District,bihar,BR,Saran,saran,saran
District,maharashtra,MH,Satara,satara,satara
District,madhya_pradesh,MP,Satna,satna,satna
District,rajasthan,RJ,Sawai Madhopur,sawai_madhopur,sawai_madhopur
District,madhya_pradesh,MP,Sehore,sehore,sehore
District,manipur,MN,Senapati,senapati,senapati
District,madhya_pradesh,MP,Seoni,seoni,seoni
District,mizoram,MZ,Serchhip,serchhip,serchhip
District,nct_of_delhi,DL,Shahdara,west,west
District,madhya_pradesh,MP,Shahdol,shahdol,shahdol
District,punjab,PB,Shahid Bhagat Singh Nagar,shahid_bhagat_singh_nagar,shahid_bhagat_singh_nagar
District,uttar_pradesh,UP,Shahjahanpur,shahjahanpur,shahjahanpur
District,madhya_pradesh,MP,Shajapur,shajapur,shajapur
District,uttar_pradesh,UP,Shamli,shamli,shamli
District,bihar,BR,Sheikhpura,sheikhpura,sheikhpura
District,bihar,BR,Sheohar,sheohar,sheohar
District,madhya_pradesh,MP,Sheopur,sheopur,sheopur
District,arunachal_pradesh,AR,Shi Yomi,west_siang,west_siang
District,himachal_pradesh,HP,Shimla,shimla,shimla
District,karnataka,KA,Shivamogga,shimoga,shimoga
District,madhya_pradesh,MP,Shivpuri,shivpuri,shivpuri
District,jammu_and_kashmir,JK,Shopiyan,shupiyan,shupiyan
District,uttar_pradesh,UP,Shrawasti,shravasti,shravasti
District,arunachal_pradesh,AR,Siang,west_siang,west_siang
District,uttar_pradesh,UP,Siddharthnagar,siddharth_nagar,siddharth_nagar
District,telangana,TG,Siddipet,siddipet,siddipet
District,madhya_pradesh,MP,Sidhi,sidhi,sidhi
District,rajasthan,RJ,Sikar,sikar,sikar
District,jharkhand,JH,Simdega,simdega,simdega
District,maharashtra,MH,Sindhudurg,sindhudurg,sindhudurg
District,madhya_pradesh,MP,Singrauli,singrauli,singrauli
District,tripura,TR,Sipahijala,sipahijala,sipahijala
District,himachal_pradesh,HP,Sirmaur,sirmaur,sirmaur
District,rajasthan,RJ,Sirohi,sirohi,sirohi
District,haryana,HR,Sirsa,sirsa,sirsa
District,bihar,BR,Sitamarhi,sitamarhi,sitamarhi
District,uttar_pradesh,UP,Sitapur,sitapur,sitapur
District,tamil_nadu,TN,Sivaganga,sivaganga,sivaganga
District,assam,AS,Sivasagar,sivasagar,sivasagar
District,bihar,BR,Siwan,siwan,siwan
District,himachal_pradesh,HP,Solan,solan,solan
District,maharashtra,MH,Solapur,solapur,solapur
District,uttar_pradesh,UP,Sonbhadra,sonbhadra,sonbhadra
District,haryana,HR,Sonipat,sonipat,sonipat
District,assam,AS,Sonitpur,sonitpur,sonitpur
District,west_bengal,WB,South 24 Parganas,south_24_parganas,south_24_parganas
District,andaman_and_nicobar,AN,South Andaman,south_andaman,south_andaman
District,nct_of_delhi,DL,South Delhi,west,west
District,nct_of_delhi,DL,South East Delhi,west,west
District,meghalaya,ML,South Garo Hills,south_garo_hills,south_garo_hills
District,goa,GA,South Goa,south_goa,south_goa
District,assam,AS,South Salmara Mankachar,dhubri,dhubri
District,sikkim,SK,South Sikkim,south_sikkim,south_sikkim
District,tripura,TR,South Tripura,south_tripura,south_tripura
District,nct_of_delhi,DL,South West Delhi,west,west
District,meghalaya,ML,South West Garo Hills,south_west_garo_hills,south_west_garo_hills
District,meghalaya,ML,South West Khasi Hills,south_west_khasi_hills,south_west_khasi_hills
District,punjab,PB,Sri Muktsar Sahib,muktsar,muktsar
District,andhra_pradesh,AD,Srikakulam,srikakulam,srikakulam
District,jammu_and_kashmir,JK,Srinagar,srinagar,srinagar
District,odisha,OR,Subarnapur,subarnapur,subarnapur
District,chhattisgarh,CT,Sukma,sukma,sukma
District,uttar_pradesh,UP,Sultanpur,sultanpur,sultanpur
District,odisha,OR,Sundargarh,sundargarh,sundargarh
District,bihar,BR,Supaul,supaul,supaul
District,chhattisgarh,CT,Surajpur,surajpur,surajpur
District,gujarat,GJ,Surat,surat,surat
District,gujarat,GJ,Surendranagar,surendranagar,surendranagar
District,chhattisgarh,CT,Surguja,surguja,surguja
District,telangana,TG,Suryapet,suryapet,suryapet
District,manipur,MN,Tamenglong,tamenglong,tamenglong
District,gujarat,GJ,Tapi,tapi,tapi
District,punjab,PB,Tarn Taran,tarn_taran,tarn_taran
District,arunachal_pradesh,AR,Tawang,tawang,tawang
District,uttarakhand,UT,Tehri Garhwal,tehri_garhwal,tehri_garhwal
District,manipur,MN,Tengnoupal,chandel,chandel
District,tamil_nadu,TN,Tenkasi,tirunelveli,tirunelveli
District,maharashtra,MH,Thane,thane,thane
District,tamil_nadu,TN,Thanjavur,thanjavur,thanjavur
District,tamil_nadu,TN,Theni,theni,theni
District,tamil_nadu,TN,Thiruvallur,thiruvallur,thiruvallur
District,kerala,KL,Thiruvananthapuram,thiruvananthapuram,thiruvananthapuram
District,tamil_nadu,TN,Thiruvarur,thiruvarur,thiruvarur
District,tamil_nadu,TN,Thoothukkudi,thoothukkudi,thoothukkudi
District,manipur,MN,Thoubal,thoubal,thoubal
District,kerala,KL,Thrissur,thrissur,thrissur
District,madhya_pradesh,MP,Tikamgarh,tikamgarh,tikamgarh
District,assam,AS,Tinsukia,tinsukia,tinsukia
District,arunachal_pradesh,AR,Tirap,tirap,tirap
District,tamil_nadu,TN,Tiruchirappalli,tiruchirappalli,tiruchirappalli
District,tamil_nadu,TN,Tirunelveli,tirunelveli,tirunelveli
District,tamil_nadu,TN,Tirupathur,krishnagiri,krishnagiri
District,tamil_nadu,TN,Tiruppur,tiruppur,tiruppur
District,tamil_nadu,TN,Tiruvannamalai,tiruvannamalai,tiruvannamalai
District,rajasthan,RJ,Tonk,tonk,tonk
District,nagaland,NL,Tuensang,tuensang,tuensang
District,karnataka,KA,Tumakuru,tumkur,tumkur
District,rajasthan,RJ,Udaipur,udaipur,udaipur
District,assam,AS,Udalguri,udalguri,udalguri
District,uttarakhand,UT,Udham Singh Nagar,udham_singh_nagar,udham_singh_nagar
District,jammu_and_kashmir,JK,Udhampur,udhampur,udhampur
District,karnataka,KA,Udupi,udupi,udupi
District,madhya_pradesh,MP,Ujjain,ujjain,ujjain
District,manipur,MN,Ukhrul,ukhrul,ukhrul
District,madhya_pradesh,MP,Umaria,umaria,umaria
District,himachal_pradesh,HP,Una,una,una
District,uttar_pradesh,UP,Unnao,unnao,unnao
District,tripura,TR,Unokoti,unokoti,unokoti
District,arunachal_pradesh,AR,Upper Dibang Valley,dibang_valley,dibang_valley
District,arunachal_pradesh,AR,Upper Siang,upper_siang,upper_siang
District,arunachal_pradesh,AR,Upper Subansiri,upper_subansiri,upper_subansiri
District,chhattisgarh,CT,Uttar Bastar Kanker,uttar_bastar_kanker,uttar_bastar_kanker
District,west_bengal,WB,Uttar Dinajpur,uttar_dinajpur,uttar_dinajpur
District,karnataka,KA,Uttara Kannada,uttara_kannada,uttara_kannada
District,uttarakhand,UT,Uttarkashi,uttarkashi,uttarkashi
District,gujarat,GJ,Vadodara,vadodara,vadodara
District,bihar,BR,Vaishali,vaishali,vaishali
District,gujarat,GJ,Valsad,valsad,valsad
District,uttar_pradesh,UP,Varanasi,varanasi,varanasi
District,tamil_nadu,TN,Vellore,vellore,vellore
District,madhya_pradesh,MP,Vidisha,vidisha,vidisha
District,chhattisgarh,CT,Vijayapura,bijapur,bijapur
District,telangana,TG,Vikarabad,vikarabad,vikarabad
District,tamil_nadu,TN,Viluppuram,viluppuram,viluppuram
District,tamil_nadu,TN,Virudhunagar,virudunagar,virudunagar
District,andhra_pradesh,AD,Visakhapatnam,visakhapatnam,visakhapatnam
District,andhra_pradesh,AD,Vizianagaram,vizianagaram,vizianagaram
District,telangana,TG,Wanaparthy,wanaparthy,wanaparthy
District,telangana,TG,Warangal Rural,warangal_rural,warangal_rural
District,telangana,TG,Warangal Urban,warangal_urban,warangal_urban
District,maharashtra,MH,Wardha,wardha,wardha
District,maharashtra,MH,Washim,washim,washim
District,kerala,KL,Wayanad,wayanad,wayanad
District,bihar,BR,West Champaran,pashchim_champaran,pashchim_champaran
District,nct_of_delhi,DL,West Delhi,west,west
District,meghalaya,ML,West Garo Hills,west_garo_hills,west_garo_hills
District,andhra_pradesh,AD,West Godavari,west_godavari,west_godavari
District,meghalaya,ML,West Jaintia Hills,jaintia_hills,jaintia_hills
District,arunachal_pradesh,AR,West Kameng,west_kameng,west_kameng
District,assam,AS,West Karbi Anglong,karbi_anglong,karbi_anglong
District,meghalaya,ML,West Khasi Hills,west_khasi_hills,west_khasi_hills
District,arunachal_pradesh,AR,West Siang,west_siang,west_siang
District,sikkim,SK,West Sikkim,west_sikkim,west_sikkim
District,jharkhand,JH,West Singhbhum,pashchimi_singhbhum,pashchimi_singhbhum
District,tripura,TR,West Tripura,west_tripura,west_tripura
District,nagaland,NL,Wokha,wokha,wokha
District,andhra_pradesh,AD,Y.S.R. Kadapa,y_s_r,y_s_r
District,telangana,TG,Yadadri Bhuvanagiri,yadadri_bhuvanagiri,yadadri_bhuvanagiri
District,karnataka,KA,Yadgir,yadgir,yadgir
District,haryana,HR,Yamunanagar,yamunanagar,yamunanagar
District,puducherry,PY,Yanam,yanam,yanam
District,maharashtra,MH,Yavatmal,yavatmal,yavatmal
District,nagaland,NL,Zunheboto,zunheboto,zunheboto